"类型","业务ID","名称","定义","输出库表","匹配当前IO表名","筛选范围","证据边界"
"indicator","ind2023011010983800","客户*产品_赎回份额_场外金融产品_当日_无备注信息","客户_产品_场外多金融理财赎回份额","dm_index_n.index_grp_client_secu_otc_fin_redeem_vol","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023011389799666","客户*产品_赎回金额_场外金融产品_当日_无备注信息","客户_产品_场外多金融理财赎回份额","dm_index_n.index_grp_client_secu_otc_fin_redeem_amt","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022122331591492","客户*产品_赎回金额_场外衍生品_当日_无备注信息","场外衍生品理财赎回份额","dm_index_n.index_grp_client_secu_otc_deri_redeem_amt","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022122311332449","客户*产品_赎回份额_场外衍生品_当日_无备注信息","场外衍生品理财赎回份额","dm_index_n.index_grp_client_secu_otc_deri_redeem_vol","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022122361056834","客户_赎回金额_场外衍生品_当日_无备注信息","场外衍生品理财赎回金额","dm_index_n.index_grp_otc_deri_redeem_amt","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022122367251909","客户_赎回份额_场外衍生品_当日_无备注信息","场外衍生品理财赎回份额","dm_index_n.index_grp_otc_deri_redeem_vol","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022121446263646","客户_日均产品保有市值_全产品口径_当年_无备注信息","全产品保有市值_年度日均（包括场内ETF及场外全口径产品）","dm_index_n.index_grp_whl_prd_ret_amt_avg_year","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022121320040454","员工场外金融产品盈利客户占比","场外金融产品盈利客户占比","dm_index_n.index_grp_prd_pos_cnt_rati","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022110980996759","认购份额_当日_零售柜台","某持仓单元当日认购收益凭证份额_零售柜台","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022110902969296","认购金额_当日_零售柜台","某持仓单元当日认购收益凭证金额_零售柜台","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022110354425844","持有金额_零售柜台","某持仓单元的收益凭证持有金额","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022400000012","客户_申购金额_场外基金_当日_零售柜台","某个客户某个产品当天零售柜台场外基金申购金额","dm_index_n.index_grp_otc_fund_purs_amt_rcc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022400000013","客户_赎回金额_场外基金_当日_零售柜台","某个客户某个产品当天零售柜台场外基金赎回金额","dm_index_n.index_grp_otc_fund_redeem_amt_rcc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022400000014","客户_认购金额_场外基金_当日_零售柜台","某个客户某个产品当天零售柜台场外基金认购金额","dm_index_n.index_grp_otc_fund_subs_amt_rcc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022092900000003","客户_净佣金收入_中腰部私募客户&普通股基交易&交叉销售分成_本日_无备注信息","交叉销售_中腰部私募客户_普通股基交易净佣金收入研发分成","dm_index_n.index_grp_net_cms_rms_share_mon","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022080300000001","定投次数_场外基金","某个客户某个场外基金产品当天定投次数","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022080300000003","定投金额_场外基金","某个客户某个场外基金产品当天定投金额","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022400000002","持仓_申购金额_场外基金_当日_零售柜台","某个客户某个产品当天零售柜台场外基金申购金额","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022400000003","持仓_赎回金额_场外基金_当日_零售柜台","某个客户某个产品当天零售柜台场外基金赎回金额","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022022400000004","持仓_认购金额_场外基金_当日_零售柜台","某个客户某个产品当天零售柜台场外基金认购金额","dm_index_n.hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024101600684801","营业部&分公司_机构交叉销售收入_引荐场外衍生品业务私募客群_当年_无备注信息","机构交叉销售收入-引荐场外衍生品业务-私募客群","dm_index_n.index_grp1_cocsincome_rcmdotcderi_pvt","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024101607716633","营业部&分公司_机构交叉销售收入_引荐场外衍生品业务同业客群_当年_无备注信息","机构交叉销售收入-引荐场外衍生品业务-同业客群","dm_index_n.index_grp1_cocsincome_rcmdotcderi_ib","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024101682793798","营业部&分公司_机构交叉销售收入_引荐场外衍生品业务企业客群_当年_无备注信息","机构交叉销售收入-引荐场外衍生品业务-同业客群","dm_index_n.index_grp1_cocsincome_rcmdotcderi_co","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024043021025556","广发证券_保证金余额_衍生品_当日_无备注信息","广发证券_保证金余额_衍生品_金仕达/期权/混用/互换账户_当日","dm_index_n.index_grp1_bailbal_deri_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025071563140768","员工_日均保有金额_全产品&私财总经理_当月_零售和机构柜台","按照汇总求和私财总经理团队下的私财员工的产品日均保有。
说明：
1、产品日均保有:在筛选私财员工和私财客户的基础上，（交叉销售表的数据需要打五折，部分客户应业务特殊要求不需要打折）
2、总经理指的是人员类别为私人财富序列，且岗位是'私人财富中心副总经理（负责全面工作）','私人财富中心总经理','总经理','副总经理（负责全面工作）'的员工。","dm_index_n.index_grp1_emp_apdtnramt_fullprd_prigeneralmag_mth_ricc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025061909896932","员工_金融产品创收_私财总经理&私财客户&剔除托管费&剔除赎回费_当月_零售和机构柜台","汇总求和私财总经理团队成员的产品创收。
1、说明：产品创收需剔除赎回费，托管费，公募产品户佣金，OTC奖励等费用。具体包含创收项可见在线文档：https://doc.weixin.qq.com/sheet/e3_AZYAGQY2APA1u1ZWfhMSm2AlD1RiR?scode=AH4A_wdgAAYxBZne0UAZ0AMgbVAK4&tab=BB08J2
2、每月5号左右手动调度产出上月数据。","dm_index_n.index_grp1_emp_finprdincome_prigeneral_mag_mth_ricc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025061670934625","员工_全口径创收_开发关系&私财总经理&剔除赎回费_当月_零售和机构柜台","按照开发关系为主汇总求和私财总经理团队下的私财员工的总创收。
说明：
1、每月5号左右手动调度产出上月数据。
2、全口径创收 = 传统业务创收+财富管理创收（剔除赎回费）+证金业务创收+期权业务创收+交叉销售创收
3、总经理指的是人员类别为私人财富序列，且岗位是'私人财富中心副总经理（负责全面工作）','私人财富中心总经理','总经理','副总经理（负责全面工作）'的员工。","dm_index_n.index_grp1_emp_fullcaliincome_devrela_prigeneralmag_mth_ricc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025061921451198","员工_非产品创收_开发关系&私财总经理_当月_零售和机构柜台","按照开发关系为主汇总求和私财总经理团队下的私财员工的非产品创收。
说明：
1、每月5号左右手动调度产出上月数据。
2、非产品创收 = 传统业务创收+证金业务创收+期权业务创收+OTC创收+平台增值业务创收+资讯创收
3、总经理指的是人员类别为私人财富序列，且岗位是'私人财富中心副总经理（负责全面工作）','私人财富中心总经理','总经理','副总经理（负责全面工作）'的员工。","dm_index_n.index_grp1_emp_notprdincome_prigeneralmag_mth_ricc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024062771477393","客户*机构*员工_标准资产_折算后_当年日均&每日重刷当月数据_无备注信息","折算后标准资产 = 每月天数*每月资产之和/年初到跑数日期时的总天数，其中客户员工关系为：托管资产和场外衍生品相关资产直接来源于上游数据，其他资产为资产包关系客户员工，具体标签见：具体标签见：https://doc.weixin.qq.com/sheet/e3_AZYAGQY2APA6gcWuDgCQoiEbs5w6R?scode=AH4A_wdgAAYLrEhmFLAUcAugYyAPM&tab=BB08J2
具体口径见：https://doc.weixin.qq.com/sheet/e3_AI4A2gaAAEw1cOe1OwHSZmKHJ0UUW?scode=AH4A_wdgAAYnlsDZcVAUcAugYyAPM&tab=qllz8j","dm_index_n.index_grp3_cust_org_emp_std_ast_aft_covt_year_apd","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024062616542473","客户*机构*员工_标准资产_折算前&异地开户切分&产品户比例切分_当年日均&每日重刷当月数据_无备注信息","折算前标准资产 = 当年总资产/当年自然日天数，其中客户员工关系为：托管资产和场外衍生品相关资产直接来源于上游数据，其他资产为资产包关系客户员工，详细标签见：https://doc.weixin.qq.com/sheet/e3_AZYAGQY2APA6gcWuDgCQoiEbs5w6R?scode=AH4A_wdgAAYRRDjIF6AUcAugYyAPM&tab=BB08J2
具体口径见：https://doc.weixin.qq.com/sheet/e3_AI4A2gaAAEw1cOe1OwHSZmKHJ0UUW?scode=AH4A_wdgAAYnlsDZcVAUcAugYyAPM&tab=qllz8j","dm_index_n.index_grp3_cust_org_emp_std_ast_bef_covt_year_apd","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023103012113342","客户_创收_证金业务&期权业务&财富管理&传统业务&交叉销售业务_累计_零售和机构柜台","指标值=证金业务创收+期权业务创收+财富管理创收+传统业务创收+交叉销售业务创收，
每日更新历史累计数据。","dm_index_n.index_grp1_cust_totl_incm_acc_all","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024082019735071","客户_累计收益率_无限制条件_最近半年_零售和机构柜台","客户近六月收益率（全账户/普通/信用/期权/养老金/股基/普通场内股基/信用场内股基/普通场外基金）
全账户/普通/信用/期权/养老金区间累计收益率是利用每日收益率去进行累乘计算；
股基/普通场内股基/信用场内股基/普通场外基金区间累计收益率是基于单券级别的模型表采用资金加权算法计算（收益率=(期末市值-期初市值+累计卖出金额-累计买入金额)/(期初市值+累计加权资金)）","dm_index_n.index_grp1_cust_yield_recenthalfyear_retandorgcntr","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024061109624021","客户_累计收益率_无限制条件_近三个月_零售和机构柜台","客户近三月收益率（全账户/普通/信用/期权/养老金/股基/普通场内股基/信用场内股基/普通场外基金）
全账户/普通/信用/期权/养老金区间累计收益率是利用每日收益率去进行累乘计算；
股基/普通场内股基/信用场内股基/普通场外基金区间累计收益率是基于单券级别的模型表采用资金加权算法计算（收益率=(期末市值-期初市值+累计卖出金额-累计买入金额)/(期初市值+累计加权资金)）","dm_index_n.index_grp1_cust_yield_recenttremth_retandorgcntr","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025052026928453","客户_交易金额_高龄及奖励停发_当日_无备注信息","符合回访中心高龄及奖励停发定义，且满足当日有至少一笔银证转入、转出或场内场外金融产品交易或衍生品交易的客户，累积所有类型交易的交易金额","dm_index_n.index_grp1_trdamt_highageandrwd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023072564888986","客户_首次交易日期_场外&金融产品_当日_无备注信息","计算客户名下不同类型金融产品首次交易日期；
包括以下金融产品类型的首次交易日期：资管、OTC、私募、场外公募、公募（剔除基金投顾）、资管（不含现金增利；
场内外属性：只包含场外","dm_index_n.index_grp1_cust_firdealdate_finprd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023113014944636","客户_销售次数_金融产品_当日_无备注信息","本指标包含以下用来区分交易额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.总值","dm_index_n.index_grp1_saletimes_finprd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025042236882933","客户&营业部_成交金额_场内&场外&普通账户&信用账户&不含新股申购&不含国债回购_当日_零售和机构柜台","当日场内和场外的普通账户和信用账户的成交金额，不含新股申购且不含国债回购","dm_index_n.index_grp1_tramt_ost_otc_tdy_ricc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025051301987954","客户&营业部_市值_普通账户不含休眠纯资金户&信用账户&场外_当日_零售和机构柜台","场内市值取普通账户和信用账户，其中普通账户剔除休眠户和纯资金户
场外基金市值= 当天的基金份额* 基金净值，若净值为null，则取参考市值，若参考市值为null，则取当前份额","dm_index_n.index_grp1_mval_tdy_ricc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023070596131446","客户_产品销售次数_无限制条件_当年_无备注信息","客户当年购买产品总次数，同一天多次购买同一个产品，则合并计算为一次,包含场外公募，私募，OTC，资管等","dm_index_n.index_grp_cust_prdsaletimes_year","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025052805099441","客户_创收_全口径_当月&每月10号固化上月数据_零售和机构柜台","计算客户的当月累计全口径创收。全口径创收 = 传统业务创收+财富管理创收+证金业务创收+期权业务创收+交叉销售创收；每天更新当月及上月数据，10号固化上月数据。","dm_index_n.index_grp1_cust_income_fullcali_mth_ricc","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023091186099890","客户_末次交易金额_场内和场外产品销售_无计算维度_零售和机构柜台","客户最近一次交易金额，包括场内和场外产品销售和金快线产品，其中数据是从2018-06-01开始统计","dm_index_n.index_grp1_tradeamt_exch_otc_last","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024092550293001","客户*产品_销售次数_金融产品_当年_无备注信息","同个产品当天多笔交易记为一次
本指标包含以下用来区分交易额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.总值","dm_index_n.index_grp2_saletimes_finprd_year","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023090843237044","客户_首次交易日期_场内&场外产品销售&含金快线_无计算维度_零售和机构柜台","客户全产品和全平台首次交易日期且含金快线，统计时间开始为2019-01-01","dm_index_n.index_grp1_cust_tradeamt_exch_otc_goldexpress_first_date","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2022083100000111","客户_定投总金额_场外产品_无计算维度_无备注信息","某个客户下场外产品定投总金额","dm_index_n.index_grp_fund_dt_total_amt","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024090580623990","ECRM客户*内部机构_最新项目合作日期_无限制条件_截至当日_无备注信息","按管理人客户*承揽（引入）机构维度， 统计截至当日，各项目类型的最新合作（开始）日期。标签区分项目类型：
1. tag074446814: 托管外包(存续), 资产托管+基金外包，且产品状态为存续；
2. tag074446815： 托管外包(全量)，资产托管+基金外包；
3. tag074446816：场外期权(定制衍生品)；
4. tag074446817：研究服务（最新开始日期）；
5. tag074446818：账户交易；
6. tag074446819：产品销售；
7. tag074446820：代销外部金融产品；
8. tag074446821：其他， 除上述类型之外其他“项目合作”。
9. tag074447011: 研究服务_结束时间，研究服务的最近结束合作日期。","dm_index_n.index_grp2_ecrm_cust_inr_org_last_proj_co_date_end_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024082786578718","ECRM客户_项目合作数量_无限制条件_截至当日_无备注信息","按ecrm客户维度，统计截至当日项目合作数量, 项目类型如下:
1. tag074446814: 托管外包(存续), ""项目合作""类型中业务类型属于""资产托管""和""基金外包""的产品状态为""存续""的业务合作项目数;
2. tag074446815: 托管外包(全量), ""项目合作""类型中业务类型属于""资产托管""和""基金外包""的业务合作项目数;
3. tag074446816: 场外期权, ""项目合作""类型中业务类型属于""定制衍生品""的业务合作项目数;
4. tag074446817: 研究服务, ""项目合作""类型中业务类型属于""研究服务业务""的业务合作项目数;
5. tag074446818: 账户交易, ""账户交易""类型下的业务合作项目数;
6. tag074446819: 产品销售, ""产品销售""类型下的业务合作项目数;
7. tag074446820: 代销外部金融产品, ""项目合作""类型中业务类型属于""代销金融产品""的业务合作项目数;
8. tag074446821: 其他, ""项目合作""类型中除上述""项目合作""包含业务类型之外的业务合作项目数。","dm_index_n.index_grp1_ecrm_cust_proj_co_qty_end_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024090494540705","ECRM客户*内部机构_承揽项目数量_无限制条件_截至当日_无备注信息","按客户*承揽机构维度，统计截至当日的项目合作数量(含历史)。标签区分项目类型：
1. tag074446814：托管外包(存续)；
2. tag074446815：托管外包(全量)
3. tag074446816：场外期权(定制衍生品)；
4. tag074446817：研究服务；
5. tag074446818：账户交易；
6. tag074446819：产品销售；
7. tag074446820：代销外部金融产品；
8. tag074446821：除上述类型之外的其他“项目合作”","dm_index_n.index_grp2_ecrm_cust_inr_org_proj_co_qty_end_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024090586196463","ECRM客户_最新项目合作日期_无承揽部门_截至当日_无备注信息","按管理人客户维度， 统计截至当日，各项目类型的最新合作（开始）日期。标签区分项目类型：
1. tag074446814: 托管外包(存续), 资产托管+基金外包，且产品状态为存续；
2. tag074446815： 托管外包(全量)，资产托管+基金外包；
3. tag074446816：场外期权(定制衍生品)；
4. tag074446817：研究服务（最新开始日期）；
5. tag074446818：账户交易；
6. tag074446819：产品销售；
7. tag074446820：代销外部金融产品；
8. tag074446821：其他， 除上述类型之外其他“项目合作”。
9.tag074447011 : 研究服务_结束时间，研究服务的最近合作结束日期。","dm_index_n.index_grp1_ecrm_cust_last_proj_co_date_no_busi_dept_end_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024082714816526","ECRM客户_最新项目合作日期_无限制条件_截至当日_无备注信息","按管理人客户维度， 统计截至当日，各项目类型的最新合作（开始）日期。标签区分项目类型：
1. tag074446814: 托管外包(存续), 资产托管+基金外包，且产品状态为存续；
2. tag074446815： 托管外包(全量)，资产托管+基金外包；
3. tag074446816：场外期权(定制衍生品)；
4. tag074446817：研究服务（最新开始日期）；
5. tag074446818：账户交易；
6. tag074446819：产品销售；
7. tag074446820：代销外部金融产品；
8. tag074446821：其他， 除上述类型之外其他“项目合作”。
9.tag074447011 : 研究服务_结束时间，研究服务的最近合作结束日期。","dm_index_n.index_grp1_ecrm_cust_last_proj_co_date_end_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023072630488619","客户*产品_加自选次数_场外理财产品_当日_无备注信息","某客户当天添加某场外理财产品自选的次数","dm_index_n.index_grp_cust_prd_add_opt_otc_cnt","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023072478015522","智能运营中台活动*客户_加自选日期_场外理财产品_无计算维度_无备注信息","某智能运营中台活动的某个客户添加场外理财产品自选的日期","dm_index_n.index_grp_mio_campaign_cust_add_opt_otc_cnt","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023082874532239","客户_加自选日期_场外基金_首次_无备注信息","客户首次添加场外基金自选日期","dm_index_n.index_grp_cust_add_selfopt_date_otcfnd_fir","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024082280290950","持仓_成本金额_资产核算&场外证券_当日_零售和机构柜台","资产核算流水生成持仓指标(pdata_pcav_n.mid_sta_acs_single_fund_daily_profit.day_cost_balance)","dm_index_n.pcav_hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024082360085639","客户*产品_末次委托日期_场外证券_当日_无备注信息","客户首次购买场外金融产品的委托日期","dm_index_n.index_grp2_endtrustdate_otcscr_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024071850971751","持仓_盈亏金额_资产核算&场外证券_当日_零售和机构柜台","资产核算流水生成持仓盈亏金额指标","dm_index_n.pcav_hold_index","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024081490026246","客户_首次购买明细_收益凭证产品&18年以来_无计算维度_无备注信息","客户18年以来，首次购买收益凭证名称，由产品名称+购买日期拼接，如果是新客or专享理财产品则产品名称在原有基础上加'（专享）' 例如 
新客宝收益凭证1号7天期(专享)|2018-08-16","dm_index_n.index_grp1_firpurchdet_income_vchrprd_18year","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023072479030373","客户_首次购买日期_收益凭证产品&18年以来_无计算维度_无备注信息","18年以来收益凭证产品首次购买日期","dm_index_n.index_cust_first_date_sypz_aft_2018","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023122561553957","客户_距离到期日剩余天数_专享理财资格_无计算维度_无备注信息","数据日期12月7日，查询日期12月8日，资格到期日12月9日，显示剩余天数=1
专享理财包括：金快线、收益凭证","dm_index_n.index_grp1_maty_dateremndays_chremqual","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024080624370867","账套_存出保证金_估值_每日_托管与外包","托管、外包估值系统的估值表，科目【1031】存出保证金的当日汇总市值。
一、托管估值表：取已确认估值数据，标签区分存出保证金的持仓类型：
1. tag999999999：1031 默认合计
2. tag074446396：103105 期货
3. tag074446397：103107 个股期权
4. tag074446398：103109 商品期权
5. tag074446399：103111 场外期权
6. tag074446400：103116 收益互换","dm_index_n.index_grp1_sob_dpst_for_recg_valu_cstd_oserv_day","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023041464185969","客户_首次成为有效户日期_运营口径_无计算维度_无备注信息","客户首次成为运营有效户日期：
23年以前口径：有效户（运营）：上个月10号-25号日均净资产>10000  or  最近3个月交易额>10000  （日期：取月末） 

23年以后口径：最近90天累计交易额大于等于1万元或当月10-25日日均资产大于等于1万
数据统计范围：从2014-01-01数据开始统计
日期：取当月月末

tips: 23年以前旧口径的最近3个与交易金额主要包括（场内基金交易金额+资管交易金额【不含现金增利】+私募交易金额+OTC交易金额+场外产品公募交易金额+股票交易金额+债券交易金额）
23年以后的交易金额：场内交易金额+场外理财购买（剔除现金增利）","dm_index_n.index_grp_bcm_vld_acct_date_fir_oper","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023102418776074","客户_委托金额_直播&场内etf及场外产品_累计_零售和机构柜台","客户在直播间（含预告页、直播观看和回放观看）下单产品订单的客户（统计的为委托下单，非交割下单）累计委托金额
统计产品范围： 场内etf +场外产品
统计时间范围：场内从2022-05-16开始（实际数据从这一天才开始有数）
场外从2021-12-13开始统计（实际数据从这一天才开始有数）","dm_index_n.index_grp1_trustamt_strm_ostetfandotcprd_accum_retandorgcntr","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024042474065361","客户_产品到期日期_无限制条件_当年_无备注信息","到期的产品（当年)
产品范围： 包括收益凭证、金快线产品
数据格式： 
GIXZK0|广发收益宝1号7天期|2024-01-23;GIXZG0|广发收益宝1号7天期|2024-01-18","dm_index_n.index_grp1_matyprd_year","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024011677907648","客户_到期产品_无限制条件_未来7天_无备注信息","到期的产品(未来7天)
产品范围： 包括收益凭证、金快线产品
数据格式： 
GIXZK0|广发收益宝1号7天期|2024-01-23;GIXZG0|广发收益宝1号7天期|2024-01-18","dm_index_n.index_grp1_matyprd_prd_last7day","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023122545786806","客户_资格次数_专享理财白名单_当日_无备注信息","专享理财白名单资格次数：
根据‘客户_持有卡券开始日期_理财特权卡券_当日 【ind2023111375497720】' 计算 金快线、收益凭证资格次数","dm_index_n.index_grp1_qualtimes_chremwl_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024070869199905","广发证券_交易规模_场外衍生品报备合约_当月_无备注信息","场外衍生品全量合约剔除无需报备在当月新增的期初名义本金","dm_index_n.index_grp1_dealscal_otcderirgstcomp_mth","是","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024070561739587","广发证券_合约规模_场外衍生品报备合约_当月月末_无备注信息","场外衍生品全量合约剔除无需报备在当月月末的动态名义本金","dm_index_n.index_grp1_compscal_otcderirgstcomp_mthend","是","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim102837","场外衍生品创收合约范围","场外衍生品创收合约范围：创收-期权；创收-常速互换；创收-多空互换；","dm_index_n.grp_tag_otc_deri_contr_rev_contr_scop","是","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim102823","业务系统","业务系统：CRM-金管家综合服务系统；OIS-OTC运营管理系统","dm_index_n.hold_tag_relation","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim102814","场外衍生品交叉合约类型","场外衍生品交叉合约类型","dm_index_n.grp_tag_otc_deri_contr_cros_contr_type","是","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim102807","金融产品业务类型","金融产品业务类型：公募、私募、OTC、资管","dm_index_n.grp_tag_news_secu_fin_prd_busi_type","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"tag","tagdim102272","持仓资产分段","前持仓资产分段：股票+场内基金+通用回购逆回购+收益凭证+债券
0
(0-100)
[100-1000)
[1000-1万)
[1万-3万)
[3万-10万)
[10万-20万)
[20万-30万)
[30万50-万)
[50万-100万)
[100万-500万)
500万以上","dm_index_n.grp_tag_client_pos_ast_dispseg","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
