"任务ID","任务名","类别","图覆盖状态","覆盖解释","读取观察数","写入观察数","SQL词法筛查线索","JOIN词频","UNION词频","GROUP_BY词频","窗口词频","聚合函数词频","CASE词频","SQL槽内容SHA256","代表核对编号"
"244357","odata_n_tit.d_v_risk_plreport_contract_pb_h15risk_f","hiveTask","PROJECTED","DATA_LINEAGE","2","2","多来源或计算线索","0","2","0","2","0","0","query:519e58ea4f28e99e2bd90ed5d61d879473a64a58bdada9d95657101506f67cd3",""
"244366","h2sr_d_pos_eod_calc_metrics_p_h1300_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","2","0","query:7d7a2a5ad444a62b1a2460ce4fa00d4524cf4745dd3f497570027cea65ea3446",""
"244367","h2sr_ref_op_deal_float_back_fee","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:18f951cff84166de6dae392956802f1dde04795a26573e56046392f597cd31a2",""
"244368","odata_n_tit.d_v_risk_plreport_contract_p_h15risk2_f","oracle2hive","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","0","1","0","0","0","6","query:a57c5fb24f1c92c4d36224a7cd6b42743ea01c38f1f5f0c4a19c6932133d6b83",""
"244373","h2sr_d_margin_account_p_h1300_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:3498eb1bc556ea763475e417a3c1f86c4e891cc19d3285f8c1552266674c170c",""
"244379","dm_otc_n.trans_cbindex_eod_prices","sparkIndex","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","0","0","0","query:7958285ed8596bb9c26451d6de6083c3f1dcdb52e916536776f982bfa3e09c92;prepare:9697fa9e6fb2f026c3eb886ef9840fead47f9edb2cac3eb09834750c270c2feb",""
"244380","PDATA_N.T98_OTC_OPT_INR_COMP_PAL_SUM_TIT117_H15","hiveTask","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","0","0","2","query:12dc45bafb797796f4c498648b1e5711361182614037faf7f5b7002144891672",""
"244386","h2sr_d_margin_account_ledger_p_h1300_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:dd09fdec9fc6efa5c74eb5980f4aeb22f9c8228f0b667bb4e520a78319fcdc36",""
"244388","h2sr_d_margin_acct_bundle_mapping_p_h1300_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:3daad6755e308d8bf70160e5bfe6de678e2bfbdef04b7e4b14edf06afb40cd27",""
"244390","h2sr_d_margin_acct_current_balance_p_h1300_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:44390ae5c776b4bbbdbd108f880bf52743cb274d8a2131c3e1810e7bb9317cf7",""
"244394","h2sr_d_margin_acct_daily_balance_p_h1300_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:d3273c25e8f7a16d1bf5753a8a3b8b78d508376d6f035ffea6344fdfc815c00c",""
"244398","h2sr_ref_main_contract","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:fa818507ea6374757275e135c754d0fb310b359b2fe7c5e2f2a7b7a1598a2622",""
"244406","h2sr_bk_book_mapping","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:eb31436f54c997e1f476200a399c63cd4035b006a1f4c6e4ee2e38136b9fb650",""
"244409","h2sr_ref_book","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:f140cd2273613a70a9e8769dfaec58d6bfe25fd1aa8d7f4e0e152bba4a5c03ef",""
"244410","h2sr_ref_trs","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:b0b8aa3d075f0dd7abd22f254810f0571e615b9834c890e16c9b579ed7bdb2ad",""
"244412","h2sr_ref_sbl_leg","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:bbd63a0a41dea39578d22a26701ec89695e66341f98fd0694bf4be43a51b0cc5",""
"244416","h2sr_ref_sbl","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:4849ae77633cf1551213de0b0b651c0438e422ee8328f0b497be3aa2253a1800",""
"244418","h2sr_margin_acct_bundle_mapping","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:d70774938c35922656cb5ef95759e2b94c377f046a5e0dd82975a69c8acde775",""
"244420","h2sr_ref_option_deal_cr","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:23aaaed05b6934df29c98d4ae9bd76c2920672a60085b2549a873705cedc5056",""
"244430","h2sr_margin_acct_current_balance","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:8002ff2b3ff8ae43142ee1018102db273edaa21d9007c75923a4781dd2ec2b58",""
"244438","h2sr_ref_option_deal_barrier","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:518ce209c8775b4ed0e4c2e24047d74e0c6880cdbafa3862bdf6efcc65c24a8f",""
"244446","h2sr_ref_counter_party","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:ba7b7e36eb62eba308110622879146d460ac286041c777ddf318d1e55d3f6be3",""
"244454","h2sr_prd_product","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:cb6314852e8f1262a8321003b7e4adb7ce71ce0c62bfc6cef5ace6d978657b47",""
"244510","pdata_news_n.t02_opt_mutl_undrl_prcg_indx_TIT_v_risk_option_cross_metric_grp01_h15","hiveTask","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","2","0","0","0","0","0","query:0be781a406f6cf4bb20fafde852a6f561255ec055aadc99b9ef83fde85f2a1a1",""
"244515","pdata_news_n.t02_opt_mutl_undrl_prcg_indx_TIT_v_risk_option_part_metric_grp02_h15","hiveTask","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","2","0","0","0","0","0","query:7b5c7073be34a2587b376d132773ffebc7f189edf31863527ca18594db2b109d",""
"244555","h2sr_prd_product_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:f1fd423ebd504d8ba851c6b08b8b1796ca25fdf7f08c69f25b683b5186e4d98d",""
"244560","h2sr_ref_counter_party_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:4e9bcd0850ad8f01a6bbaba447dc8b592544ef8a99b61cfd764a95e614f4df4c",""
"244561","h2sr_ref_option_deal_barrier_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:d71fc083084ded10d013f0c7a29781dd714865511110a651604c3965038bd84d",""
"244562","h2sr_ref_option_deal_cr_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:44db8b8e53e2a11b225b50a915c58c6f9f79bbf094a5fa5d5fe878f6de3c00c4",""
"244563","h2sr_ref_sbl_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:866e7e3e069f94eaa80e5ef5cf20aa9628da38aa057da9760956e72f227b7d21",""
"244564","h2sr_ref_sbl_leg_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:c79cd48cd64f66f885d37bf8060df7315a61096869ef3c075815471a89878a67",""
"244565","h2sr_ref_book_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:27087bb5f0e995997b2ddabe4004c80facd9c7ce1c93e3fe058b4f3134255767",""
"244567","h2sr_bk_book_mapping_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:0bb6845e4c9286e7f8b740a27c8f76b18bfba35f4243df6487aabab4282c19dd",""
"244568","h2sr_ref_main_contract_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:baf023ec46d040f03176ea9d34efa2caca3baf948026c5f5edcaea0b5d9601ba",""
"244569","h2sr_ref_op_deal_float_back_fee_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:f221a076f9b999340ad96c75401cd6276fdc54609bcbb152531489f04128e4f0",""
"244614","dm_otc_n.hms_company_action_sync_etf","sparkIndex","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:4b0a83a15c06cd4de58b3e8e0915848c45f8326f0e388a49c96dce4c5e521df7;prepare:d6aafe92e860941f1ac468179c5c112487589ff61c60addfcd316b518b3e533e",""
"244616","acp_source.hms_company_action_sync_etf","hive2mysql","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:9389ef20b4cc9be808e8f505826375fdb87945e3128d25d1b6cba600ef1c3ea4;truncate:6005dc66623b1aa54ca855922c6093882e86314e7b89060336e394ce296191bb",""
"244647","p_aml_fpdq_monitoring","hiveTask-2.0","PROJECTED","DATA_LINEAGE","7","1","多来源或计算线索","2","1","0","1","0","0","query:772f49c26227a397ee1b5fcb1106c50388ab14209fcc293b811b814b11b674fe",""
"244671","h2sr_margin_account","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:6ccd698d4abaa50cd0e15c56b69aaf40989df0ade0fbc076f1c1c4d42f7d5bd0",""
"244677","h2sr_pos_trs_leg_current_pos","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:f9297cb64f605a90ec443f870e7365df0ae473b57fb9d3a02814948917cd90a6",""
"244682","h2sr_otc_prd_product_asset","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:d377c47024f8aa6b962ae5cf7e30fe89ea014c61cf3f4427a7044b9559418559",""
"244694","h2sr_capital_acct_current_balance","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:6d58d3c8071fde3ee21186b6d335aecad66f1f1ce01d5106bd6ab00d7a569d9b",""
"244700","h2sr_ref_option_deal_barrier_line","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:61ef652a67acaf1d05538aacbbbf428bd0ba268310fa7595c723b781d5a618b8",""
"244702","h2sr_trd_option_event","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:7538202c4b694c9585170f6b205658bfc0597c0fea0761d3246bd3c68b435e47",""
"244721","h2sr_ref_trs_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:3377694f500725579a1f6b5911a13ca4af5430ea1481fa2568d659b026400ed4",""
"244726","h2sr_margin_acct_bundle_mapping_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:ab3ebe2b1c70f404b1aaccb0bfcd71f53d6c889eaee6c787265dc7f9907abf4b",""
"244727","h2sr_margin_acct_current_balance_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:0693542a2de800ac4540d7f5f820f94770e24daca812841f506eefc368943810",""
"244729","h2sr_margin_account_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:6d5aea5e84a4b52206007beedaeb43090efe9170535e050b44a90ca614aac248",""
"244730","h2sr_pos_trs_leg_current_pos_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:37a08dc8686a79d9f3522469589b151a943da36510553cc354099ff13ff76414",""
"244771","titans_etl.trans_cbindex_eod_prices","hive2oracle","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:b926e9acb98beb8ce53958101669b738fc73e1571d13a64e5dc5da1b3e67ef08;truncate:6b3c0852dc724076f322216ab8810bd2f3bf5b90c5fa3bc815799a7b8db1b2cc",""
"244774","h2sr_trd_otc_trade","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:04bb9d878fb179c64a1e6cf45772deb0ff4f3e50ea7b737bc88948eb77981f7a",""
"244777","h2sr_trd_otc_trade_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:70140096d9bf0dad314c23162d9ee205fb22d20622ce5ba0fee009412f30e8dd",""
"244781","h2sr_trd_trs_event","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:2b0d9249726d5d6887ada5cf472427852fb0a50b5ac9690fb851cd91c1ec3f2e",""
"244783","h2sr_trd_trs_event_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:9832330d0546f77771e6416a7769c70c65f1f6fb9a5d3237f14685a1bdfc9a61",""
"244786","h2sr_margin_account_ledger","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:5ab79d286a7aa002c4ee9abaff4fe49c2345c84a6b0c5e07b482bca4d14f945c",""
"244789","h2sr_margin_account_ledger_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:b7504d92ec4ad8840dff48b1fcc130d66c2d7f67b91d6142b119203a10402fdc",""
"244793","h2sr_ref_trs_leg","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:6f1d182b27b5ef9edef7f39e1994545faa053499167a98f0ec95aabd9fd0b943",""
"244810","h2sr_ref_trs_leg_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:eed0a446f889812a76ebc7172ba2ccd3c17f3dc7de505f2592b65b8443a18827",""
"244811","dm_rsk_n.d_trd_option_deal_settlement_h15","sparkIndex","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:13586dcf96bdf7b565ba0fbdc43cca534459aa3ce8f19985cda291ac0eadadd7;prepare:85ad35474b7350dd7087927f4684689c1fbde84138b76f04b341dfcd7df8eda4",""
"244813","h2sr_trd_transfer","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:37c1504dbdb5850eb1d239020c3b64aa4a6948ef61dcea4e455d6f61618be0ae",""
"244816","h2sr_trd_transfer_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:7ba296a6388800d159824ea53c9981fe2e07ac0135fe525a86f3ae8fc137e15c",""
"244821","h2sr_otc_prd_product_asset_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:229ab4461d5ff94cfe20a59e9d15bc09436103aa2db8b89f4d84341be03c2ad0",""
"244822","h2sr_capital_acct_current_balance_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:fbe1716d90c00dc6188ec5c63db9b4a26a43df5cdc25817dca783f5abc8343cb",""
"244824","h2sr_ref_option_deal_barrier_line_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:f913c1fac607fff7ff1369ded14e9d36f857c42db3733f535c90ccab5778db78",""
"244825","h2sr_trd_option_event_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","0","多来源或计算线索","0","0","0","0","1","0","query:e0438120bf9092208b512ccfe6e36b75195b8021c7b75bc7a49ea18bb9fead73",""
"244853","h2sr_fin_trs_trade_record","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:082ddaac89ce431ecaa1c49b77d712ed51d047b4ac0885e4034a6cb45f176b46",""
"244854","dm_hk_n.info_ref_book_h13","sparkIndex","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:eefe726de14be95aa28a8112019ea1b7a78e420e98c707af35bd7202ee85f4e7;prepare:084c00ffbf272df9930a0357711c70cfce7ddaccaa9b73a732882ef200711026",""
"244858","h2sr_ref_book_h13","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:43300b7a90ab41d5ea8766788b47ae8075e4e32668840f5a4c8f731b275cba39",""
"244864","h2sr_ref_book_h13_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:112b8a3026b17d60d44e47d3eac9bfbbc391869f4bab1490ceb20c82897f08dd",""
"244870","odata_n_tit.d_ref_op_deal_autocall_kidate_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:42a6e9e8bd89305129ca58b9e065660f38c5141852fcc45e1d03b6f632ae6c69",""
"244872","odata_n_tit.d_ref_future_properties_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:5cfdcf9d163ccd29fe2c26e1de84c3ce52d5e048294773bc2f3cf6b3faba5677",""
"244873","dm_om_n.emp_comph_kpi_exam_mon","sparkIndex","PROJECTED","DATA_LINEAGE","25","1","多来源或计算线索","24","1","4","0","4","2","query:8e35c9fb0fb62b63a16fffd15c2412fc60b5defd0fd2ad81a82be686d346b1c4;prepare:e3fed67cc9d5298609ac34e45ac00cfa5dc210957a6b4beb30323cc52c13baad",""
"244879","odata_n_tit.d_pos_bucket_vega_metrics_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:6526de97fda922ccd703a24767e7cc63501eda43204a4d9e38f64a018f58fdff",""
"244881","odata_n_tit.d_bk_department_properties_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:b79a1279d6b5f5619e1faca7f8973de1ea7731fdd2e8f579ad437cc035309e9d",""
"244887","odata_n_tit.d_ref_op_deal_autocall_kodate_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:e7ed1bde5cfe511cff720a211e31c3b25a5f9371e766cc37be0b8cc14e3f9e51",""
"244889","odata_n_tit.f_ref_op_deal_lizard_obsdate_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:6652c8bfe6e390d5c12e1e13453787ef35db1a42666e47f4dac7d930649b7c5f",""
"244890","odata_n_tit.d_ref_option_deal_barrier_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:1c20652db8838e0c08ba66e8e2f202dc1d966db49bc512232fae2a288b4bdff8",""
"244892","odata_n_tit.d_ref_option_deal_cr_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:ae2cc6eee4667f2879e6be192f41b24ec241643dac556a39f5b9fb9cbfc15bb8",""
"244894","odata_n_tit.d_ref_option_deal_pr_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:8199402f73e8a4530dbcdee5684069e37a4f45c9d68106a22f699a1f26326b0c",""
"244895","odata_n_tit.d_ref_option_deal_strike_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:eec2e667a274cd2b98f24affc84975f275e1d2e44f903f89068d69ec66529125",""
"244903","odata_n_tit.d_ref_fx_forward_structure_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:289cdc51bd681d0570fcd5c131662d0027b440a3a767d6b047a7d8f89b575dd3",""
"244905","odata_n_tit.d_ref_fx_forward_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:0d6a969e1335d8d85f2975d2988b313fafb44645f409b8b443676c84caf1e3e5",""
"244906","odata_n_tit.d_trd_option_deal_settlement_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:5f5e22a2f01a5ae94a1ae5d7f2c1d666726cc542d3c8485ae51222f77e5b02e0",""
"244907","odata_n_tit.d_trd_fee_payment_schedule_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:60bebaf9931c8b5d57fc330a39a456caf58b750915023191602c1022357dfd3f",""
"244909","odata_n_tit.d_trd_fee_p_h13_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:e929aa0012b46034e70923a56f8c16f628489feb10ac3b3950b1e1c5dbbca820",""
"244919","dm_rsk_n.d_trd_option_deal_settlement","sparkIndex","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:4a04a418f34db4f4171d7c9368309c80c9fea317e4aabf9089044c151d6272d9;prepare:2cb91c34a5d3bfd9ad5ccaeb32d063dd06ba7ed47dce220ed3810c52d5e8129a",""
"244966","dm_hk_n.ref_option_deal_structure_h13","sparkIndex","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","0","0","0","query:0f9beaeee187801a49a3ff0bd22c775f25be370150a730d126e81b7ddefdc717;prepare:4f3b70084461408a486bf63bbf7b78373edc51b02871bd8d7f0d2e78b2356a67",""
"244968","h2sr_ref_option_deal_structure_h13","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:5b4ed2d2cb149006f3b093394116a73f1b365f9581246c6b527cad9558ace52e",""
"244969","h2sr_ref_option_deal_structure_h13_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","2","0","query:59061b53ab7eed73c5e46cbb2d76d73f39cbc1162b8d99a101cd290092e18b82",""
"244970","dm_rsk_n.otc_opt_sub_trd_info_h15","sparkIndex","PROJECTED","DATA_LINEAGE","34","1","多来源或计算线索","29","3","0","0","0","7","query:3bd1ed299853b75d66a470d168562c2dd422608945a4e3eda63cde380fea7a7d;prepare:6d5e6e9ac2f8186a908dca5da9925082f286c5d745f9627a61af634aac9e7b2b",""
"244974","h2sr_ref_option_deal_structure","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:090b216480b0bb18e9a46aae61a627a6d0687953066188789ce899acbfa9a01a",""
"244975","h2sr_ref_option_deal_structure_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","1","0","query:c5077a1c370f701a0ae9fbb7e21c970ed89662c59cdde367fd77a27a581a8d28",""
"244982","dm_hk_n.ref_otc_option_deal_info_h13","sparkIndex","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","0","0","0","query:ba30793583916127c196e9d428b802616788312cc9762e3214c440d5e5145ea4;prepare:b5d7cbc1198f7733c09250534edc42818e29950ce6aceee43f0768829a976767",""
"244995","h2sr_ref_otc_option_deal_h13","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:7e5ae7d4de7a48d352b64cdd76ae0c502d1f5a17bfc8546ee570af0b8238e2cc",""
"245001","h2sr_ref_otc_option_deal_h13_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","2","0","query:ccb74014f3f80f690109ab932bb53e120970d3d3adef2ba455251cf7a51ef524",""
"245003","h2sr_ref_otc_option_deal","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:60261fd26eaecc630b7589ce17e63edc374c59270a1a344b086a6119019c09bb",""
"245004","h2sr_ref_otc_option_deal_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","2","0","query:c0dfb9b3174e5a12843275d2ff1ed6b5450792bc66cdb92fefa89b2fc4eb96f3",""
"245011","pdata_news_n.t02_opt_greek_val_det_h_TIT_v_greeks_pricing_rm_grp01_h15","hiveTask","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","1","0","0","0","0","2","query:d9c7ac03168dc94493f7ab230856b9c2352e4c413ad0d507aec33f1b568249a7",""
"245013","dm_hk_n.trd_otc_contr_props_day_h13","sparkIndex","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","0","0","0","query:d607b38b75ab5c9f022ed258af3eff7925afb22918e3b852d48e50542e3e1558;prepare:aaaecae8ded856ea6bcf658249a7ea6ed07313b367e1de68f525e6bbbebf2572",""
"245023","h2sr_trd_otc_contr_props_day_h13","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:aca70f3c7f5c5ad7720751d6566e476524fb7ddc1b25a46281feda56fe2830c8",""
"245024","h2sr_trd_otc_contr_props_day_h13_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","2","0","query:867f175dee0ef257a10dc5d94a127d6aafe685b471bc3c6a12e646fc543d821b",""
"245027","dm_hk_n.trd_otc_contr_report_info_h13","sparkIndex","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","0","0","0","query:14a3e6fe32e5c0a2caf02f05c680c4c357288cf4c107ced132dbf8749fd74c2b;prepare:d12474fab9a1fe0ace8be85c6776e85ea640e953a0f8fbc3c89823ef5946b917",""
"245029","dm_hk_n.d_bk_department_properties_p_h1300","sparkIndex","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:89aebd0030d77598d9c5360ac53724a87600dbef08cb68ab5ebb53088fbc9ccb;prepare:cba086534dc034004136e34ddef4337db3b44f22058572a757d828d958c33cd8",""
"245038","h2sr_trd_otc_contr_report_h13","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:8e9e510f900fb9b6c0b0fd44692bcebc1e5dd9f34e145b5774375e11e3b55c98",""
"245041","h2sr_trd_otc_contr_report_h13_log","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","0","0","0","0","2","0","query:c400b5e422daca9b51e2afff52f4ae262fc617984aa7ddd22498ef3eb6abd77c",""
"245042","h2sr_d_bk_department_properties_p_h1300","hive2starrocks","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:712b0705471879974675dd014a6c6974fb07fd4c5d9102bf6d6533081f9cf79c",""
"245043","dm_hk_n.info_ref_fast_trs_h13","sparkIndex","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","0","0","0","query:5b1232eb34d7ec58b74b96d7749ab2f44943ac75d0b3739e8f12af38a59430f9;prepare:3271e753ac5d3b66b8748519806db447ac57fa6756a34f92dff6a7560fe8dc79",""
